# Position_x_cm,Flux_phi
5.810000000000000142e+01,9.894155942574233142e-01
5.820000000000000284e+01,9.887650146707753773e-01
5.830000000000000426e+01,9.880951453843830334e-01
5.840000000000000568e+01,9.874059994532367046e-01
5.850000000000000000e+01,9.866975903083949895e-01
5.860000000000000142e+01,9.859699317567247601e-01
5.870000000000000284e+01,9.852230379806322658e-01
5.880000000000000426e+01,9.844569235377862437e-01
5.890000000000000568e+01,9.836716033608369214e-01
5.900000000000000000e+01,9.828670927571236948e-01
5.910000000000000142e+01,9.820434074083789211e-01
5.920000000000000284e+01,9.812005633704213858e-01
5.930000000000000426e+01,9.803385770728451076e-01
5.940000000000000568e+01,9.794574653186994828e-01
5.950000000000000000e+01,9.785572452841619917e-01
5.960000000000000142e+01,9.776379345182040215e-01
5.970000000000000284e+01,9.766995509422502497e-01
5.980000000000000426e+01,9.757421128498285912e-01
5.990000000000000568e+01,9.747656389062154814e-01
6.000000000000000000e+01,9.737701481480716126e-01
6.010000000000000142e+01,9.727556599830717854e-01
6.020000000000000284e+01,9.717221941895272108e-01
6.030000000000000426e+01,9.706697709160008181e-01
6.040000000000000568e+01,9.695984106809147907e-01
6.050000000000000000e+01,9.685081343721508862e-01
6.060000000000000142e+01,9.673989632466445387e-01
6.070000000000000284e+01,9.662709189299704127e-01
6.080000000000000426e+01,9.651240234159215170e-01
6.090000000000000568e+01,9.639582990660809925e-01
6.100000000000000000e+01,9.627737686093871261e-01
6.110000000000000142e+01,9.615704551416901502e-01
6.120000000000000284e+01,9.603483821253031572e-01
6.130000000000000426e+01,9.591075733885447985e-01
6.140000000000000568e+01,9.578480531252758778e-01
6.150000000000000000e+01,9.565698458944270621e-01
6.160000000000000142e+01,9.552729766195223737e-01
6.170000000000000284e+01,9.539574705881922467e-01
6.180000000000000426e+01,9.526233534516815871e-01
6.190000000000000568e+01,9.512706512243503942e-01
6.200000000000000000e+01,9.498993902831670555e-01
6.210000000000000142e+01,9.485095973671944236e-01
6.220000000000000284e+01,9.471012995770692333e-01
6.230000000000000426e+01,9.456745243744738572e-01
6.240000000000000568e+01,9.442292995816019552e-01
6.250000000000000000e+01,9.427656533806162420e-01
6.260000000000000142e+01,9.412836143130995925e-01
6.270000000000000284e+01,9.397832112794987092e-01
6.280000000000000426e+01,9.382644735385617940e-01
6.290000000000000568e+01,9.367274307067681161e-01
6.300000000000000000e+01,9.351721127577511394e-01
6.310000000000000142e+01,9.335985500217145461e-01
6.320000000000000284e+01,9.320067731848419301e-01
6.330000000000000426e+01,9.303968132886978326e-01
6.340000000000000568e+01,9.287687017296238912e-01
6.350000000000000000e+01,9.271224702581268851e-01
6.360000000000000142e+01,9.254581509782603410e-01
6.370000000000000284e+01,9.237757763469982564e-01
6.380000000000000426e+01,9.220753791736038263e-01
6.390000000000000568e+01,9.203569926189891781e-01
6.400000000000000000e+01,9.186206501950698877e-01
6.410000000000000853e+01,9.168663857641117243e-01
6.420000000000000284e+01,9.150942335380708448e-01
6.429999999999999716e+01,9.133042280779269939e-01
6.440000000000000568e+01,9.114964042930107091e-01
6.450000000000000000e+01,9.096707974403220875e-01
6.460000000000000853e+01,9.078274431238443354e-01
6.470000000000000284e+01,9.059663772938498782e-01
6.479999999999999716e+01,9.040876362461998106e-01
6.490000000000000568e+01,9.021912566216363505e-01
6.500000000000000000e+01,9.002772754050690773e-01
6.510000000000000853e+01,8.983457299248538419e-01
6.520000000000000284e+01,8.963966578520653483e-01
6.529999999999999716e+01,8.944300971997636296e-01
6.540000000000000568e+01,8.924460863222518636e-01
6.550000000000000000e+01,8.904446639143301923e-01
6.560000000000000853e+01,8.884258690105409917e-01
6.570000000000000284e+01,8.863897409844080366e-01
6.579999999999999716e+01,8.843363195476688920e-01
6.590000000000000568e+01,8.822656447495016430e-01
6.600000000000000000e+01,8.801777569757437414e-01
6.610000000000000853e+01,8.780726969481045252e-01
6.620000000000000284e+01,8.759505057233726300e-01
6.629999999999999716e+01,8.738112246926144078e-01
6.640000000000000568e+01,8.716548955803681276e-01
6.650000000000000000e+01,8.694815604438299594e-01
6.660000000000000853e+01,8.672912616720348522e-01
6.670000000000000284e+01,8.650840419850296392e-01
6.679999999999999716e+01,8.628599444330404822e-01
6.690000000000000568e+01,8.606190123956342086e-01
6.700000000000000000e+01,8.583612895808720999e-01
6.710000000000000853e+01,8.560868200244575732e-01
6.720000000000000284e+01,8.537956480888788668e-01
6.729999999999999716e+01,8.514878184625431778e-01
6.740000000000000568e+01,8.491633761589060247e-01
6.750000000000000000e+01,8.468223665155936164e-01
6.760000000000000853e+01,8.444648351935192254e-01
6.770000000000000284e+01,8.420908281759922343e-01
6.779999999999999716e+01,8.397003917678227403e-01
6.790000000000000568e+01,8.372935725944182783e-01
6.800000000000000000e+01,8.348704176008747702e-01
6.810000000000000853e+01,8.324309740510617006e-01
6.820000000000000284e+01,8.299752895266999664e-01
6.829999999999999716e+01,8.275034119264350618e-01
6.840000000000000568e+01,8.250153894649023822e-01
6.850000000000000000e+01,8.225112706717879751e-01
6.860000000000000853e+01,8.199911043908820751e-01
6.870000000000000284e+01,8.174549397791265326e-01
6.879999999999999716e+01,8.149028263056566912e-01
6.890000000000000568e+01,8.123348137508368261e-01
6.900000000000000000e+01,8.097509522052892539e-01
6.910000000000000853e+01,8.071512920689185577e-01
6.920000000000000284e+01,8.045358840499279296e-01
6.929999999999999716e+01,8.019047791638306277e-01
6.940000000000000568e+01,7.992580287324557720e-01
6.950000000000000000e+01,7.965956843829471445e-01
6.960000000000000853e+01,7.939177980467568840e-01
6.970000000000000284e+01,7.912244219586326288e-01
6.979999999999999716e+01,7.885156086555993316e-01
6.990000000000000568e+01,7.857914109759343013e-01
7.000000000000000000e+01,7.830518820581371386e-01
7.010000000000000853e+01,7.802970753398940085e-01
7.020000000000000284e+01,7.775270445570348077e-01
7.029999999999999716e+01,7.747418437424861137e-01
7.040000000000000568e+01,7.719415272252170279e-01
7.050000000000000000e+01,7.691261496291799116e-01
7.060000000000000853e+01,7.662957658722451271e-01
7.070000000000000284e+01,7.634504311651305608e-01
7.079999999999999716e+01,7.605902010103242628e-01
7.090000000000000568e+01,7.577151312010024231e-01
7.100000000000000000e+01,7.548252778199417978e-01
7.110000000000000853e+01,7.519206972384252508e-01
7.120000000000000284e+01,7.490014461151430769e-01
7.129999999999999716e+01,7.460675813950877755e-01
7.140000000000000568e+01,7.431191603084434938e-01
7.150000000000000000e+01,7.401562403694700309e-01
7.160000000000000853e+01,7.371788793753815128e-01
7.170000000000000284e+01,7.341871354052187382e-01
7.179999999999999716e+01,7.311810668187165296e-01
7.190000000000000568e+01,7.281607322551660877e-01
7.200000000000000000e+01,7.251261906322710171e-01
7.210000000000000853e+01,7.220775011449982461e-01
7.220000000000000284e+01,7.190147232644236164e-01
7.229999999999999716e+01,7.159379167365721441e-01
7.240000000000000568e+01,7.128471415812529521e-01
7.250000000000000000e+01,7.097424580908879843e-01
7.260000000000000853e+01,7.066239268293369458e-01
7.270000000000000284e+01,7.034916086307156924e-01
7.279999999999999716e+01,7.003455645982096245e-01
7.290000000000000568e+01,6.971858561028825285e-01
7.300000000000000000e+01,6.940125447824786464e-01
7.310000000000000853e+01,6.908256925402214144e-01
7.320000000000000284e+01,6.876253615436057620e-01
7.329999999999999716e+01,6.844116142231853051e-01
7.340000000000000568e+01,6.811845132713555406e-01
7.350000000000000000e+01,6.779441216411297155e-01
7.360000000000000853e+01,6.746905025449121407e-01
7.370000000000000284e+01,6.714237194532648445e-01
7.379999999999999716e+01,6.681438360936693410e-01
7.390000000000000568e+01,6.648509164492839574e-01
7.400000000000000000e+01,6.615450247576957210e-01
7.410000000000000853e+01,6.582262255096674730e-01
7.420000000000000284e+01,6.548945834478796524e-01
7.429999999999999716e+01,6.515501635656679724e-01
7.440000000000000568e+01,6.481930311057551020e-01
7.450000000000000000e+01,6.448232515589787939e-01
7.460000000000000853e+01,6.414408906630135743e-01
7.470000000000000284e+01,6.380460144010888790e-01
7.479999999999999716e+01,6.346386890007024162e-01
7.490000000000000568e+01,6.312189809323273115e-01
7.500000000000000000e+01,6.277869569081165890e-01
7.510000000000000853e+01,6.245887033825664458e-01
7.520000000000000284e+01,6.216176108951841917e-01
7.529999999999999716e+01,6.186603962070160723e-01
7.540000000000000568e+01,6.157169932906754184e-01
7.550000000000000000e+01,6.127873364271653189e-01
7.560000000000000853e+01,6.098713602044117943e-01
7.570000000000000284e+01,6.069689995158027429e-01
7.579999999999999716e+01,6.040801895587345482e-01
7.590000000000000568e+01,6.012048658331654583e-01
7.600000000000000000e+01,5.983429641401752930e-01
7.610000000000000853e+01,5.954944205805318136e-01
7.620000000000000284e+01,5.926591715532643079e-01
7.629999999999999716e+01,5.898371537542440590e-01
7.640000000000000568e+01,5.870283041747699215e-01
7.650000000000000000e+01,5.842325601001622237e-01
7.660000000000000853e+01,5.814498591083627765e-01
7.670000000000000284e+01,5.786801390685403224e-01
7.680000000000001137e+01,5.759233381397040885e-01
7.690000000000000568e+01,5.731793947693227809e-01
7.700000000000000000e+01,5.704482476919503497e-01
7.710000000000000853e+01,5.677298359278580842e-01
7.720000000000000284e+01,5.650240987816732563e-01
7.730000000000001137e+01,5.623309758410236503e-01
7.740000000000000568e+01,5.596504069751890853e-01
7.750000000000000000e+01,5.569823323337588228e-01
7.760000000000000853e+01,5.543266923452953021e-01
7.770000000000000284e+01,5.516834277160038713e-01
7.780000000000001137e+01,5.490524794284088461e-01
7.790000000000000568e+01,5.464337887400366744e-01
7.800000000000000000e+01,5.438272971821032087e-01
7.810000000000000853e+01,5.412329465582093047e-01
7.820000000000000284e+01,5.386506789430406394e-01
7.830000000000001137e+01,5.360804366810753008e-01
7.840000000000000568e+01,5.335221623852953732e-01
7.850000000000000000e+01,5.309757989359069619e-01
7.860000000000000853e+01,5.284412894790636583e-01
7.870000000000000284e+01,5.259185774255979995e-01
7.880000000000001137e+01,5.234076064497580338e-01
7.890000000000000568e+01,5.209083204879489948e-01
7.900000000000000000e+01,5.184206637374823012e-01
7.910000000000000853e+01,5.159445806553292213e-01
7.920000000000000284e+01,5.134800159568809752e-01
7.930000000000001137e+01,5.110269146147143893e-01
7.940000000000000568e+01,5.085852218573631012e-01
7.950000000000000000e+01,5.061548831680950933e-01
7.960000000000000853e+01,5.037358442836952221e-01
7.970000000000000284e+01,5.013280511932532990e-01
7.980000000000001137e+01,4.989314501369591648e-01
7.990000000000000568e+01,4.965459876049014287e-01
8.000000000000000000e+01,4.941716103358733680e-01
8.010000000000000853e+01,4.918082653161833795e-01
8.020000000000000284e+01,4.894558997784718146e-01
8.030000000000001137e+01,4.871144612005320895e-01
8.040000000000000568e+01,4.847838973041389554e-01
8.050000000000000000e+01,4.824641560538803775e-01
8.060000000000000853e+01,4.801551856559963527e-01
8.070000000000000284e+01,4.778569345572226124e-01
8.080000000000001137e+01,4.755693514436389324e-01
8.090000000000000568e+01,4.732923852395239384e-01
8.100000000000000000e+01,4.710259851062146286e-01
8.110000000000000853e+01,4.687701004409712269e-01
8.120000000000000284e+01,4.665246808758476971e-01
8.130000000000001137e+01,4.642896762765665875e-01
8.140000000000000568e+01,4.620650367414002035e-01
8.150000000000000000e+01,4.598507126000563328e-01
8.160000000000000853e+01,4.576466544125690761e-01
8.170000000000000284e+01,4.554528129681952864e-01
8.180000000000001137e+01,4.532691392843153921e-01
8.190000000000000568e+01,4.510955846053402718e-01
8.200000000000000000e+01,4.489321004016224026e-01
8.210000000000000853e+01,4.467786383683722828e-01
8.220000000000000284e+01,4.446351504245800168e-01
8.230000000000001137e+01,4.425015887119420621e-01
8.240000000000000568e+01,4.403779055937923625e-01
8.250000000000000000e+01,4.382640536540388099e-01
8.260000000000000853e+01,4.361599856961045352e-01
8.270000000000000284e+01,4.340656547418745848e-01
8.280000000000001137e+01,4.319810140306463708e-01
8.290000000000000568e+01,4.299060170180862839e-01
8.300000000000000000e+01,4.278406173751899133e-01
8.310000000000000853e+01,4.257847689872480412e-01
8.320000000000000284e+01,4.237384259528169106e-01
8.330000000000001137e+01,4.217015425826933228e-01
8.340000000000000568e+01,4.196740733988948979e-01
8.350000000000000000e+01,4.176559731336439429e-01
8.360000000000000853e+01,4.156471967283575375e-01
8.370000000000000284e+01,4.136476993326411167e-01
8.380000000000001137e+01,4.116574363032872164e-01
8.390000000000000568e+01,4.096763632032784375e-01
8.400000000000000000e+01,4.077044358007957392e-01
8.410000000000000853e+01,4.057416100682305626e-01
8.420000000000000284e+01,4.037878421812019503e-01
8.430000000000001137e+01,4.018430885175779954e-01
8.440000000000000568e+01,3.999073056565020656e-01
8.450000000000000000e+01,3.979804503774230229e-01
8.460000000000000853e+01,3.960624796591304397e-01
8.470000000000000284e+01,3.941533506787942009e-01
8.480000000000001137e+01,3.922530208110081018e-01
8.490000000000000568e+01,3.903614476268382205e-01
8.500000000000000000e+01,3.884785888928757314e-01
8.510000000000000853e+01,3.866044025702937703e-01
8.520000000000000284e+01,3.847388468139092410e-01
8.530000000000001137e+01,3.828818799712478960e-01
8.540000000000000568e+01,3.810334605816149689e-01
8.550000000000000000e+01,3.791935473751689711e-01
8.560000000000000853e+01,3.773620992720005396e-01
8.570000000000000284e+01,3.755390753812152260e-01
8.580000000000001137e+01,3.737244350000205606e-01
8.590000000000000568e+01,3.719181376128170013e-01
8.600000000000000000e+01,3.701201428902936574e-01
8.610000000000000853e+01,3.683304106885277318e-01
8.620000000000000284e+01,3.665489010480881271e-01
8.630000000000001137e+01,3.647755741931433815e-01
8.640000000000000568e+01,3.630103905305734346e-01
8.650000000000000000e+01,3.612533106490860568e-01
8.660000000000000853e+01,3.595042953183363865e-01
8.670000000000000284e+01,3.577633054880512420e-01
8.680000000000001137e+01,3.560303022871571521e-01
8.690000000000000568e+01,3.543052470229127726e-01
8.700000000000000000e+01,3.525881011800446330e-01
8.710000000000000853e+01,3.508788264198873241e-01
8.720000000000000284e+01,3.491773845795274611e-01
8.730000000000001137e+01,3.474837376709519754e-01
8.740000000000000568e+01,3.457978478801991828e-01
8.750000000000000000e+01,3.441196775665152363e-01
8.760000000000000853e+01,3.424491892615133537e-01
8.770000000000000284e+01,3.407863456683375425e-01
8.780000000000001137e+01,3.391311096608294329e-01
8.790000000000000568e+01,3.374834442826994962e-01
8.800000000000000000e+01,3.358433127467022050e-01
8.810000000000000853e+01,3.342106784338144676e-01
8.820000000000000284e+01,3.325855048924177826e-01
8.830000000000001137e+01,3.309677558374849449e-01
8.840000000000000568e+01,3.293573951497693608e-01
8.850000000000000000e+01,3.277543868749989153e-01
8.860000000000000853e+01,3.261586952230730585e-01
8.870000000000000284e+01,3.245702845672637227e-01
8.880000000000001137e+01,3.229891194434200141e-01
8.890000000000000568e+01,3.214151645491762355e-01
8.900000000000000000e+01,3.198483847431637384e-01
8.910000000000000853e+01,3.182887450442264399e-01
8.920000000000000284e+01,3.167362106306395586e-01
8.930000000000001137e+01,3.151907468393321810e-01
8.940000000000000568e+01,3.136523191651134912e-01
8.950000000000000000e+01,3.121208932599024433e-01
8.960000000000000853e+01,3.105964349319603190e-01
8.970000000000000284e+01,3.090789101451278942e-01
8.980000000000001137e+01,3.075682850180652683e-01
8.990000000000000568e+01,3.060645258234954147e-01
9.000000000000000000e+01,3.045675989874510603e-01
9.010000000000000853e+01,3.030774710885253409e-01
9.020000000000000284e+01,3.015941088571251205e-01
9.030000000000001137e+01,3.001174791747286408e-01
9.040000000000000568e+01,2.986475490731458904e-01
9.050000000000000000e+01,2.971842857337823607e-01
9.060000000000000853e+01,2.957276564869064095e-01
9.070000000000000284e+01,2.942776288109200666e-01
9.080000000000001137e+01,2.928341703316324485e-01
9.090000000000000568e+01,2.913972488215373358e-01
9.100000000000000000e+01,2.899668321990934716e-01
9.110000000000000853e+01,2.885428885280080791e-01
9.120000000000000284e+01,2.871253860165242089e-01
9.130000000000001137e+01,2.857142930167104189e-01
9.140000000000000568e+01,2.843095780237545611e-01
9.150000000000000000e+01,2.829112096752603445e-01
9.160000000000000853e+01,2.815191567505467285e-01
9.170000000000000284e+01,2.801333881699513140e-01
9.180000000000001137e+01,2.787538729941360649e-01
9.190000000000000568e+01,2.773805804233965833e-01
9.200000000000000000e+01,2.760134797969744924e-01
9.210000000000000853e+01,2.746525405923729846e-01
9.220000000000000284e+01,2.732977324246749773e-01
9.230000000000001137e+01,2.719490250458651559e-01
9.240000000000000568e+01,2.706063883441541806e-01
9.250000000000000000e+01,2.692697923433067242e-01
9.260000000000000853e+01,2.679392072019718962e-01
9.270000000000000284e+01,2.666146032130169430e-01
9.280000000000001137e+01,2.652959508028643332e-01
9.290000000000000568e+01,2.639832205308311752e-01
9.300000000000000000e+01,2.626763830884717987e-01
9.310000000000000853e+01,2.613754092989235556e-01
9.320000000000000284e+01,2.600802701162553410e-01
9.330000000000001137e+01,2.587909366248188903e-01
9.340000000000000568e+01,2.575073800386036282e-01
9.350000000000000000e+01,2.562295717005931839e-01
9.360000000000000853e+01,2.549574830821262905e-01
9.370000000000000284e+01,2.536910857822594068e-01
9.380000000000001137e+01,2.524303515271328902e-01
9.390000000000000568e+01,2.511752521693392248e-01
9.400000000000000000e+01,2.499257596872950238e-01
9.410000000000000853e+01,2.486818461846151684e-01
9.420000000000000284e+01,2.474434838894900568e-01
9.430000000000001137e+01,2.462106451540653218e-01
9.440000000000000568e+01,2.449833024538247139e-01
9.450000000000000000e+01,2.437614283869755372e-01
9.460000000000000853e+01,2.425449956738367219e-01
9.470000000000000284e+01,2.413339771562297564e-01
9.480000000000001137e+01,2.401283457968723944e-01
9.490000000000000568e+01,2.389280746787749155e-01
9.500000000000000000e+01,2.377331370046391890e-01
9.510000000000000853e+01,2.365435060962602087e-01
9.520000000000000284e+01,2.353591553939305692e-01
9.530000000000001137e+01,2.341800584558473841e-01
9.540000000000000568e+01,2.330061889575219536e-01
9.550000000000000000e+01,2.318375206911920672e-01
9.560000000000000853e+01,2.306740275652365280e-01
9.570000000000000284e+01,2.295156836035929238e-01
9.580000000000001137e+01,2.283624629451775911e-01
9.590000000000000568e+01,2.272143398433080774e-01
9.600000000000000000e+01,2.260712886651282671e-01
9.610000000000000853e+01,2.249332838910362287e-01
9.620000000000000284e+01,2.238003001141141424e-01
9.630000000000001137e+01,2.226723120395613931e-01
9.640000000000000568e+01,2.215492944841294110e-01
9.650000000000000000e+01,2.204312223755597322e-01
9.660000000000000853e+01,2.193180707520238637e-01
9.670000000000000284e+01,2.182098147615661732e-01
9.680000000000001137e+01,2.171064296615489164e-01
9.690000000000000568e+01,2.160078908180997903e-01
9.700000000000000000e+01,2.149141737055619561e-01
9.710000000000000853e+01,2.138252539059463109e-01
9.720000000000000284e+01,2.127411071083864513e-01
9.730000000000001137e+01,2.116617091085956637e-01
9.740000000000000568e+01,2.105870358083268279e-01
9.750000000000000000e+01,2.095170632148340706e-01
9.760000000000000853e+01,2.084517674403369991e-01
9.770000000000000284e+01,2.073911247014876558e-01
9.780000000000001137e+01,2.063351113188390817e-01
9.790000000000000568e+01,2.052837037163169898e-01
9.800000000000000000e+01,2.042368784206931576e-01
9.810000000000000853e+01,2.031946120610614026e-01
9.820000000000000284e+01,2.021568813683156107e-01
9.830000000000001137e+01,2.011236631746303183e-01
9.840000000000000568e+01,2.000949344129434315e-01
9.850000000000000000e+01,1.990706721164410831e-01
9.860000000000000853e+01,1.980508534180449309e-01
9.870000000000000284e+01,1.970354555499015392e-01
9.880000000000001137e+01,1.960244558428739792e-01
9.890000000000000568e+01,1.950178317260358174e-01
9.900000000000000000e+01,1.940155607261669080e-01
9.910000000000000853e+01,1.930176204672518492e-01
9.920000000000000284e+01,1.920239886699802168e-01
9.930000000000001137e+01,1.910346431512492671e-01
9.940000000000000568e+01,1.900495618236683892e-01
9.950000000000000000e+01,1.890687226950661937e-01
9.960000000000000853e+01,1.880921038679993496e-01
9.970000000000000284e+01,1.871196835392635871e-01
9.980000000000001137e+01,1.861514399994069757e-01
9.990000000000000568e+01,1.851873516322451729e-01
1.000000000000000000e+02,1.842273969143787826e-01
1.001000000000000085e+02,1.832715544147127673e-01
1.002000000000000028e+02,1.823198027939779142e-01
1.003000000000000114e+02,1.813721208042543831e-01
1.004000000000000057e+02,1.804284872884972524e-01
1.005000000000000000e+02,1.794888811800642026e-01
1.006000000000000085e+02,1.785532815022450592e-01
1.007000000000000028e+02,1.776216673677934177e-01
1.008000000000000114e+02,1.766940179784604603e-01
1.009000000000000057e+02,1.757703126245301339e-01
1.010000000000000000e+02,1.748505306843571860e-01
1.011000000000000085e+02,1.739346516239065887e-01
1.012000000000000028e+02,1.730226549962948501e-01
1.013000000000000114e+02,1.721145204413337126e-01
1.014000000000000057e+02,1.712102276850754612e-01
1.015000000000000000e+02,1.703097565393601742e-01
1.016000000000000085e+02,1.694130869013651119e-01
1.017000000000000028e+02,1.685201987531557422e-01
1.018000000000000114e+02,1.676310721612387089e-01
1.019000000000000057e+02,1.667456872761169662e-01
1.020000000000000000e+02,1.658640243318463547e-01
1.021000000000000085e+02,1.649860636455943996e-01
1.022000000000000028e+02,1.641117856172007450e-01
1.023000000000000114e+02,1.632411707287395042e-01
1.024000000000000057e+02,1.623741995440836361e-01
1.025000000000000000e+02,1.615108527084706536e-01
1.026000000000000085e+02,1.606511109480707744e-01
1.027000000000000028e+02,1.597949550695563492e-01
1.028000000000000114e+02,1.589423659596733984e-01
1.029000000000000057e+02,1.580933245848148982e-01
1.030000000000000000e+02,1.572478119905956206e-01
1.031000000000000085e+02,1.564058093014290829e-01
1.032000000000000028e+02,1.555672977201059681e-01
1.033000000000000114e+02,1.547322585273745166e-01
1.034000000000000057e+02,1.539006730815224155e-01
1.035000000000000000e+02,1.530725228179606878e-01
1.036000000000000085e+02,1.522477892488091344e-01
1.037000000000000028e+02,1.514264539624834982e-01
1.038000000000000114e+02,1.506084986232843481e-01
1.039000000000000057e+02,1.497939049709877402e-01
1.040000000000000000e+02,1.489826548204374046e-01
1.041000000000000085e+02,1.481747300611387930e-01
1.042000000000000028e+02,1.473701126568545683e-01
1.043000000000000114e+02,1.465687846452020104e-01
1.044000000000000057e+02,1.457707281372518926e-01
1.045000000000000000e+02,1.449759253171290230e-01
1.046000000000000085e+02,1.441843584416144519e-01
1.047000000000000028e+02,1.433960098397493166e-01
1.048000000000000114e+02,1.426108619124402399e-01
1.049000000000000057e+02,1.418288971320663949e-01
1.050000000000000000e+02,1.410500980420880679e-01
1.051000000000000085e+02,1.402744472566568867e-01
1.052000000000000028e+02,1.395019274602278259e-01
1.053000000000000114e+02,1.387325214071722934e-01
1.054000000000000057e+02,1.379662119213931615e-01
1.055000000000000000e+02,1.372029818959412395e-01
1.056000000000000085e+02,1.364428142926333576e-01
1.057000000000000028e+02,1.356856921416718653e-01
1.058000000000000114e+02,1.349315985412656294e-01
1.059000000000000057e+02,1.341805166572528629e-01
1.060000000000000000e+02,1.334324297227250378e-01
1.061000000000000085e+02,1.326873210376526280e-01
1.062000000000000028e+02,1.319451739685119918e-01
1.063000000000000114e+02,1.312059719479143627e-01
1.064000000000000057e+02,1.304696984742355070e-01
1.065000000000000000e+02,1.297363371112474906e-01
1.066000000000000085e+02,1.290058714877516111e-01
1.067000000000000028e+02,1.282782852972129684e-01
1.068000000000000114e+02,1.275535622973960614e-01
1.069000000000000057e+02,1.268316863100024394e-01
1.070000000000000000e+02,1.261126412203092406e-01
1.071000000000000085e+02,1.253964109768095081e-01
1.072000000000000028e+02,1.246829795908536570e-01
1.073000000000000114e+02,1.239723311362925656e-01
1.074000000000000057e+02,1.232644497491218460e-01
1.075000000000000000e+02,1.225593196271277524e-01
1.076000000000000085e+02,1.218569250295342271e-01
1.077000000000000028e+02,1.211572502766514459e-01
1.078000000000000114e+02,1.204602797495257227e-01
1.079000000000000057e+02,1.197659978895907751e-01
1.080000000000000000e+02,1.190743891983202379e-01
1.081000000000000085e+02,1.183854382368816766e-01
1.082000000000000028e+02,1.176991296257918346e-01
1.083000000000000114e+02,1.170154480445731449e-01
1.084000000000000057e+02,1.163343782314117669e-01
1.085000000000000000e+02,1.156559049828166791e-01
1.086000000000000085e+02,1.149800131532802278e-01
1.087000000000000028e+02,1.143066876549400646e-01
1.088000000000000114e+02,1.136359134572420132e-01
1.089000000000000057e+02,1.129676755866046572e-01
1.090000000000000000e+02,1.123019591260848854e-01
1.091000000000000085e+02,1.116387492150448524e-01
1.092000000000000028e+02,1.109780310488200916e-01
1.093000000000000114e+02,1.103197898783890019e-01
1.094000000000000057e+02,1.096640110100434995e-01
1.095000000000000000e+02,1.090106798050608783e-01
1.096000000000000085e+02,1.083597816793769736e-01
1.097000000000000028e+02,1.077113021032604923e-01
1.098000000000000114e+02,1.070652266009885362e-01
1.099000000000000057e+02,1.064215407505234579e-01
1.100000000000000000e+02,1.057802301831908126e-01
1.101000000000000085e+02,1.051412805833583514e-01
1.102000000000000028e+02,1.045046776881165679e-01
1.103000000000000114e+02,1.038704072869601203e-01
1.104000000000000057e+02,1.032384552214705431e-01
1.105000000000000000e+02,1.026088073850000698e-01
1.106000000000000085e+02,1.019814497223566346e-01
1.107000000000000028e+02,1.013563682294900264e-01
1.108000000000000114e+02,1.007335489531792500e-01
1.109000000000000057e+02,1.001129779907208861e-01
1.110000000000000000e+02,9.949464148961865984e-02
1.111000000000000085e+02,9.887852564727413196e-02
1.112000000000000028e+02,9.826461671067851511e-02
1.113000000000000114e+02,9.765290097610548892e-02
1.114000000000000057e+02,9.704336478880534744e-02
1.115000000000000000e+02,9.643599454269989601e-02
1.116000000000000085e+02,9.583077668007881911e-02
1.117000000000000028e+02,9.522769769129688089e-02
1.118000000000000114e+02,9.462674411447220824e-02
1.119000000000000057e+02,9.402790253518569785e-02
1.120000000000000000e+02,9.343115958618151973e-02
1.121000000000000085e+02,9.283650194706860592e-02
1.122000000000000028e+02,9.224391634402322182e-02
1.123000000000000114e+02,9.165338954949255046e-02
1.124000000000000057e+02,9.106490838189934545e-02
1.125000000000000000e+02,9.047845970534752758e-02
1.126000000000000085e+02,8.989403042932893328e-02
1.127000000000000028e+02,8.931160750843095131e-02
1.128000000000000114e+02,8.873117794204529729e-02
1.129000000000000057e+02,8.815272877407760721e-02
1.130000000000000000e+02,8.757624709265821039e-02
1.131000000000000085e+02,8.700172002985374908e-02
1.132000000000000028e+02,8.642913476137992213e-02
1.133000000000000114e+02,8.585847850631501965e-02
1.134000000000000057e+02,8.528973852681458190e-02
1.135000000000000000e+02,8.472290212782694618e-02
1.136000000000000085e+02,8.415795665680976534e-02
1.137000000000000028e+02,8.359488950344752534e-02
1.138000000000000114e+02,8.303368809936984007e-02
1.139000000000000057e+02,8.247433991787091190e-02
1.140000000000000000e+02,8.191683247362978315e-02
1.141000000000000085e+02,8.136115332243148979e-02
1.142000000000000028e+02,8.080729006088922806e-02
1.143000000000000114e+02,8.025523032616738162e-02
1.144000000000000057e+02,7.970496179570540907e-02
1.145000000000000000e+02,7.915647218694275844e-02
1.146000000000000085e+02,7.860974925704450333e-02
1.147000000000000028e+02,7.806478080262804764e-02
1.148000000000000114e+02,7.752155465949055191e-02
1.149000000000000057e+02,7.698005870233737280e-02
1.150000000000000000e+02,7.644028084451121030e-02
1.151000000000000085e+02,7.590220903772229577e-02
1.152000000000000028e+02,7.536583127177930164e-02
1.153000000000000114e+02,7.483113557432115315e-02
1.154000000000000057e+02,7.429811001054968667e-02
1.155000000000000000e+02,7.376674268296315451e-02
1.156000000000000085e+02,7.323702173109056246e-02
1.157000000000000028e+02,7.270893533122677055e-02
1.158000000000000114e+02,7.218247169616849590e-02
1.159000000000000057e+02,7.165761907495109273e-02
1.160000000000000000e+02,7.113436575258617889e-02
1.161000000000000085e+02,7.061270004979995629e-02
1.162000000000000028e+02,7.009261032277251668e-02
